id,close
ID_35snXj,13331.7701
ID_35tMnA,8350.397017
ID_35tm2V,9349.555436
ID_35uYRm,8138.169908
ID_35v7vu,0
ID_35vcF5,11202.01891
ID_35vzi7,8699.427527
ID_35xDeg,7152.686478
ID_35xHJt,10763.64267
ID_35xKDQ,9445.0404
ID_362HSj,10939.91066
ID_363xyg,8416.986744
ID_364duh,9887.018503
ID_3666ue,10882.06058
ID_369eAJ,0
ID_36Ad5H,7356.04961
ID_36BaqB,8331.896358
ID_36Dp6c,0
ID_36EHiL,9827.921191
ID_36Em6y,12132.06156
ID_36FxXg,8263.696941
ID_36GJ2S,10848.72942
ID_36KY5P,0
ID_36Lmo8,16921.92854
ID_36MXuR,11651.87203
ID_36PDJ2,16188.11635
ID_36Qp5t,9170.240885
ID_36SQnM,7504.228737
ID_36Sbc8,9653.134882
ID_36U4Wh,0
ID_36U7hw,0
ID_36Uj3a,0
ID_36VKJx,7256.767771
ID_36VkVG,7629.870069
ID_36Vqkc,10072.99379
ID_36VsCN,9511.073666
ID_36Wbz8,6975.811052
ID_36XdVf,9436.641264
ID_36Ytbm,10222.97729
ID_36a3hA,9415.485711
ID_36a7ZU,15466.77926
ID_36bY7L,8926.73406
ID_36cA3R,0
ID_36eEdX,8673.798191
ID_36hqP3,0
ID_36hvZX,0
ID_36iA84,0
ID_36iPGt,9498.311172
ID_36jCBk,6352.85011
ID_36jXuQ,0
ID_36jrqc,10751.7212
ID_36kPXq,9335.840294
ID_36kYF8,0
ID_36kcFq,7674.287496
ID_36mBbF,0
ID_36n9Dm,0
ID_36nERT,8256.842604
ID_36nWVi,0
ID_36noRn,8428.740595
ID_36oS7S,146337.6111
ID_36oxVv,138141.0155
ID_36pbUS,0
ID_36r3SD,9902.008421
ID_36rDUG,60859.15549
ID_36s3RH,11305.71173
ID_36s7Uh,8991.872171
ID_36uVHy,49150.28879
ID_36y7TC,48881.07537
ID_36ziZF,0
ID_3734bx,19629.34913
ID_3735Qq,6742.250049
ID_373EgJ,0
ID_375ypQ,8684.801031
ID_376EQn,0
ID_379LXY,9024.759141
ID_37Ai8w,0
ID_37B4Em,9360.669531
ID_37Bdk7,9500.971989
ID_37Bip4,12074.78513
ID_37EkpJ,7648.092057
ID_37EnRM,9775.173446
ID_37GisM,7206.859439
ID_37GpdS,11561.7228
ID_37Kxen,59551.88493
ID_37MPW2,5546.214351
ID_37MwE2,10397.45165
ID_37RSQA,10965.69959
ID_37RYm2,0
ID_37SPxJ,9963.177603
ID_37Tuxs,11475.05198
ID_37Xtzo,15982.23805
ID_37YceQ,7313.676771
ID_37ZxN4,5647.121323
ID_37btMV,18627.02196
ID_37cf8r,9225.820791
ID_37djGP,9763.362861
ID_37dsiR,10031.68412
ID_37egks,7236.833559
ID_37f4hF,0
ID_37fhsZ,8109.213548
ID_37fojY,9186.65901
ID_37gUJm,20314.67947
ID_37gckr,9753.207779
ID_37hGfm,0
ID_37iq2r,0
ID_37jhFF,5498.954013
ID_37pfK9,10335.3029
ID_37pohh,6193.178411
ID_37qRJZ,6808.445257
ID_37qmAj,8705.73799
ID_37tcX5,6762.279324
ID_37uspV,60428.44106
ID_382Fk9,11029.17962
ID_383BDS,7394.776201
ID_383By6,0
ID_385Q3L,0
ID_38AFdn,163774.5816
ID_38Ba5R,0
ID_38CBU4,0
ID_38Da8p,0
ID_38ESeN,9862.622955
ID_38EWiH,8193.729885
ID_38F6vw,45954.63361
ID_38Fidz,0
ID_38Fz7B,6674.978986
ID_38HWzL,0
ID_38JcYU,5968.992589
ID_38LLFD,9874.012799
ID_38LNS8,12136.36347
ID_38QVvj,23393.77299
ID_38SM3H,0
ID_38UjD5,12121.47739
ID_38VzbD,8847.602922
ID_38Ya9H,9596.198467
ID_38bsE5,9710.807088
ID_38cwzQ,7219.584857
ID_38dw2E,0
ID_38g38u,9429.136999
ID_38hGrt,0
ID_38iSiZ,16932.99393
ID_38inSx,7620.882972
ID_38nkGa,7295.024002
ID_38oKD6,50061.39119
ID_38ogCA,9713.581653
ID_38psdE,191018.9585
ID_38qJxc,10771.89576
ID_38qnY7,9290.543671
ID_38rXYJ,0
ID_38sG2h,0
ID_38sQdr,7321.338022
ID_38w8mz,8481.075938
ID_38xSxy,9762.842315
ID_38yvjE,11590.54254
ID_38zEuK,7784.462983
ID_38zRbi,0
ID_3946sm,37517.14451
ID_396o4w,11638.61001
ID_397gNk,10529.0926
ID_398a8B,9016.766125
ID_39B3ZA,8476.724057
ID_39BNXp,55635.27544
ID_39DcaQ,0
ID_39JsPx,0
ID_39KxQL,9740.074373
ID_39MVFE,0
ID_39N87F,7246.532828
ID_39P6RZ,8871.487734
ID_39PMnk,0
ID_39VP9X,0
ID_39XGKq,7426.798744
ID_39XnyF,8309.421601
ID_39YtM4,0
ID_39cbtr,10747.44231
ID_39csHQ,7513.691739
ID_39czvp,0
ID_39dDrt,11975.11634
ID_39dFxE,0
ID_39eJxL,0
ID_39fCZa,10537.06645
ID_39iKKd,13287.35937
ID_39iQ5g,8789.700857
ID_39idV7,8261.587528
ID_39k8gk,0
ID_39n33Q,19241.8259
ID_39nccq,9946.09235
ID_39oU22,8736.864262
ID_39pDKr,0
ID_39qWui,9635.786019
ID_39s2jS,9900.092256
ID_39sr3q,6712.158748
ID_39tNks,0
ID_39w9j5,9695.502573
ID_39wCPt,8046.393776
ID_39wU4s,8702.270317
ID_39yNNN,18921.24353
ID_39yZYN,9945.490697
ID_3A39Rs,7519.892591
ID_3A3pU4,9297.488169
ID_3A3vzr,10494.61221
ID_3A4wZZ,0
ID_3A92KH,6919.526151
ID_3A93x9,0
ID_3AABZj,9291.132276
ID_3AC97o,9440.827229
ID_3ADVWv,11605.76059
ID_3AEam8,6078.081058
ID_3AF3cw,28994.49418
ID_3AFdMz,7462.004811
ID_3AGfMD,7280.819345
ID_3AKjBm,0
ID_3APXXc,0
ID_3ASAKi,9932.811148
ID_3ATAS6,12507.63031
ID_3AVBP9,8906.873301
ID_3AZhnK,12000.76071
ID_3AZs8x,60624.67842
ID_3AaW5a,0
ID_3Aaq94,8991.530396
ID_3AbEA8,13468.77889
ID_3AciyT,9404.009624
ID_3AdKbE,0
ID_3AhLSw,8759.087792
ID_3Ahgk3,0
ID_3Ai55p,9115.158082
ID_3AjwdN,0
ID_3AkRkr,17929.20777
ID_3AkSnL,0
ID_3AknTG,17283.96323
ID_3AnTAW,10600.33308
ID_3AnZQK,9595.889841
ID_3AqRzV,19800.47546
ID_3AtjVm,150762.1876
ID_3AuuBb,9447.361526
ID_3Av9QU,60402.14712
ID_3AxFrF,150460.9459
ID_3AxZrC,0
ID_3AyHuK,190148.7916
ID_3AytVM,7359.994967
ID_3AzqzU,19587.31325
ID_3Azyc4,9893.120177
ID_3B25U3,11997.07964
ID_3B3AXg,9535.731421
ID_3B4w6Z,0
ID_3B57n8,6428.001642
ID_3B7R4U,14114.50012
ID_3B7Yt7,35360.49495
ID_3B9AXn,9434.833994
ID_3BDDiW,8641.237215
ID_3BETgx,7744.240542
ID_3BFWhi,0
ID_3BGQ4H,9028.308863
ID_3BGdui,7991.556448
ID_3BGmbt,0
ID_3BGwGf,50329.10308
ID_3BJiLd,0
ID_3BKG5D,9196.237132
ID_3BKwpq,0
ID_3BL4DR,0
ID_3BLbEA,6381.925008
ID_3BLxCW,13905.45543
ID_3BMVb2,9888.487268
ID_3BNDTY,0
ID_3BRZop,48169.92492
ID_3BT8uU,190761.6207
ID_3BUkA4,16364.23153
ID_3BVUxo,0
ID_3BY6rz,8860.339505
ID_3BYC5u,0
ID_3BYttV,59193.03463
ID_3BaaZ5,0
ID_3Bbq7v,0
ID_3Bbrrv,61035.89508
ID_3Be42F,49212.28105
ID_3BeSuQ,0
ID_3Behkr,57001.41351
ID_3BffTb,0
ID_3BhpLx,11848.71987
ID_3BiVKz,16023.12321
ID_3BnfhD,0
ID_3Bp8WX,0
ID_3BpTJ2,9360.679395
ID_3Bphtr,9310.450432
ID_3Bpo9m,0
ID_3BqfXt,9025.900418
ID_3Bskun,0
ID_3Bw9gd,5576.122968
ID_3BziLD,0
ID_3BznYH,8898.407066
ID_3C2TV2,0
ID_3C4w9j,0
ID_3C8GqV,12503.22912
ID_3C8Ubp,8140.513096
ID_3CBGnq,5230.137304
ID_3CDJU9,6064.701087
ID_3CF594,7269.841028
ID_3CJeDt,16272.7023
ID_3CKdQ6,0
ID_3CKvXo,0
ID_3CLt9T,10998.13044
ID_3CNHaU,9855.667135
ID_3CPcEA,8186.262016
ID_3CQCKA,8722.35967
ID_3CTJAh,0
ID_3CTdcT,8394.814207
ID_3CV3Hr,48985.16027
ID_3CW7dJ,10075.23236
ID_3CXTSi,18533.62414
ID_3CXnFx,58662.37081
ID_3CaCT7,56947.16977
ID_3Cc5Hz,0
ID_3CcBXH,9574.22238
ID_3CcZgw,0
ID_3Cd7wt,50646.42144
ID_3Cdick,21981.89627
ID_3Ce2i4,8612.098387
ID_3Cetb9,0
ID_3CfxXD,11669.34672
ID_3Cmy5u,61908.0002
ID_3CoeWu,0
ID_3CpMiV,8201.081247
ID_3Ct7Cb,9750.862695
ID_3Cuz5e,19598.53237
ID_3CvPrb,8795.811101
ID_3CvZNz,0
ID_3CyStY,9919.269879
ID_3CyaCL,9187.114985
ID_3Cyuhv,10338.47617
ID_3D4qUS,10139.59263
ID_3D5BSu,7025.099533
ID_3D5WVQ,5956.898945
ID_3D8gho,55368.76719
ID_3D9HCE,7367.298642
ID_3DAXs5,7488.416512
ID_3DCiWT,0
ID_3DDQgy,10691.75705
ID_3DEdzq,0
ID_3DEegi,0
ID_3DGmqh,9555.572586
ID_3DH8Bg,51935.46011
ID_3DJE3H,0
ID_3DJYd8,0
ID_3DQj7U,0
ID_3DRSq8,0
ID_3DSFX9,0
ID_3DWSdx,11570.53072
ID_3DXU94,10268.76636
ID_3DYH2S,7420.411808
ID_3DYkH2,54074.25186
ID_3DfBs5,11627.48599
ID_3DfxRA,0
ID_3DgqF5,9901.787291
ID_3DhWfs,9256.006551
ID_3DiUTs,0
ID_3DiYmo,0
ID_3DiuQk,0
ID_3DiwBz,6343.797636
ID_3DkMpG,9416.486018
ID_3Dm3D7,11809.53418
ID_3Dmcqk,138214.781
ID_3Dndf8,28186.12518
ID_3DpDTC,0
ID_3DqYbU,9960.555332
ID_3DvZPq,7269.866727
ID_3DxWxD,9699.578667
ID_3E6aRh,0
ID_3E7VKE,0
ID_3E9QC9,6996.827794
ID_3EChXb,10083.26246
ID_3EJ8Qf,59614.7949
ID_3EJmjx,9356.986655
ID_3EKV8u,0
ID_3EKoPY,0
ID_3ENdNu,8126.887048
ID_3EP3LV,0
ID_3EQSXT,10703.45083
ID_3EQhxL,0
ID_3ERV9m,10429.24317
ID_3ESLHA,6384.451924
ID_3EVTn7,5440.696885
ID_3EVcNn,0
ID_3EW3uP,9970.326779
ID_3EY2GS,9805.459645
ID_3EZavE,58236.61978
ID_3EZgC2,0
ID_3EaaHu,0
ID_3EdCXJ,0
ID_3Edywe,10340.83318
ID_3Ee4Ef,0
ID_3Ee67P,7565.17466
ID_3EhoMk,0
ID_3EiHLH,20060.75338
ID_3Ek8Aw,7165.98021
ID_3EmhA8,8242.842962
ID_3EpvkX,10626.37365
ID_3Et9q3,9357.002075
ID_3EtTat,0
ID_3EvHuG,9634.154726
ID_3Eww27,10080.83421
ID_3EzvTt,5757.411209
ID_3F5nrF,0
ID_3F6cJC,0
ID_3F7mZk,0
ID_3F8XEH,8136.896635
ID_3F9m35,9037.142485
ID_3FCeom,8725.088431
ID_3FCzcC,47890.45214
ID_3FEBC8,0
ID_3FFMXh,13890.65656
ID_3FL5Ka,19366.62203
ID_3FLVJC,9750.651497
ID_3FMMPN,0
ID_3FNsmk,0
ID_3FQHNC,0
ID_3FU8AX,10350.08212
ID_3FUGh5,0
ID_3FUg8s,0
ID_3FZDpP,0
ID_3FZRGe,0
ID_3FbWcC,9033.920759
ID_3FcVNE,8131.21451
ID_3FjToQ,0
ID_3Fk67r,0
ID_3FkKcu,11450.32295
ID_3FkUck,9331.819638
ID_3FkVyX,19421.94045
ID_3FkkWx,6970.336276
ID_3FkvGQ,10196.70023
ID_3FpByU,0
ID_3FsT7W,10947.70502
ID_3Fw4eN,0
ID_3FyjVr,11736.16191
ID_3G3kuR,0
ID_3G6Kqn,9827.204158
ID_3G6nPM,15343.74839
ID_3G6qRq,51030.88184
ID_3G7VLv,0
ID_3G8m7d,0
ID_3GB6K5,9584.049024
ID_3GFQu4,7872.900669
ID_3GFfrT,0
ID_3GJZu7,0
ID_3GK6JZ,9616.81627
ID_3GKBB7,10569.5894
ID_3GKmCF,13410.41411
ID_3GLji3,13805.65911
ID_3GLvBu,8955.875708
ID_3GNMm4,0
ID_3GNWn6,5569.079727
ID_3GNgMx,6987.658334
ID_3GPopv,0
ID_3GQ9Xa,0
ID_3GQFeX,9369.77052
ID_3GTVLy,23247.44226
ID_3GUqaW,0
ID_3GVMCu,52224.61809
ID_3GYimf,8552.068449
ID_3GZeTb,0
ID_3GaAc6,10475.10529
ID_3GbwSc,11259.93411
ID_3GbzGX,0
ID_3GcWRY,0
ID_3GfCcg,8078.932997
ID_3GgzHW,0
ID_3GhU7d,6937.170661
ID_3GkVfb,10553.55211
ID_3Gm6KY,10559.49471
ID_3GnvNz,9903.137277
ID_3Gnwpf,10311.18057
ID_3GqKDh,12065.37333
ID_3GvPVH,8927.953994
ID_3Gw5wU,0
ID_3GwJVV,9381.224888
ID_3Gywm4,8297.65305
ID_3Gz6ab,18925.898
ID_3Gz96f,9516.389469
ID_3H2n3c,10315.05016
ID_3H5e85,0
ID_3H7VPg,0
ID_3H8Aky,39874.23011
ID_3HABEo,9234.322253
ID_3HAGNz,14556.68244
ID_3HAyed,7400.123005
ID_3HBxHn,60187.60525
ID_3HD4ZQ,7743.19245
ID_3HD7FH,11947.37598
ID_3HGNJN,11716.39195
ID_3HL9vC,9760.550282
ID_3HP7vA,0
ID_3HQdXX,9458.794958
ID_3HUeb2,9078.182216
ID_3HV3iE,56120.9236
ID_3HX4Jz,8404.140946
ID_3HXNPx,19318.71224
ID_3HYUCh,0
ID_3HYr3q,50530.97268
ID_3HYuMz,0
ID_3HcjWq,0
ID_3HdanZ,10392.0551
ID_3HeQuJ,11572.33769
ID_3HfHz6,9159.735443
ID_3HgABL,206115.2494
ID_3HgSCm,0
ID_3HmX67,8602.252761
ID_3Hnyp8,8575.771031
ID_3HsFJK,0
ID_3HsJBj,7313.06877
ID_3HtAEn,0
ID_3HtiNT,0
ID_3Hu3pv,10151.12929
ID_3HuDPp,61285.54789
ID_3Hvswg,9532.319564
ID_3HvxD3,9890.359259
ID_3HwHdV,9706.142314
ID_3HwLh8,10927.38406
ID_3Hwd7p,0
ID_3HwjmF,0
ID_3HwvXL,6320.004142
ID_3HyL8d,10505.62231
ID_3Hzbbm,9548.940192
ID_3J4Hbb,11610.60044
ID_3J4u2X,10170.87788
ID_3J6fqi,7319.517636
ID_3J6nYR,8034.125331
ID_3J7DCN,0
ID_3J9Btn,7862.892667
ID_3J9i8o,9511.452702
ID_3JA2cr,12079.82797
ID_3JA7FR,6755.840765
ID_3JBPJy,6935.786151
ID_3JEDTH,50129.72777
ID_3JEHgo,0
ID_3JEcSG,8082.010197
ID_3JEwtT,48283.82652
ID_3JFZEt,0
ID_3JGFa8,9541.067535
ID_3JGaNz,13251.23748
ID_3JJwpW,7716.282636
ID_3JLJ5U,9960.326209
ID_3JLjEj,12628.18426
ID_3JPUsT,7510.072176
ID_3JQQHx,7620.772509
ID_3JQuLh,8533.769348
ID_3JSbry,11479.26808
ID_3JUhZE,7292.901054
ID_3JUjci,0
ID_3JWrLn,9066.497365
ID_3JYtX8,6715.451622
ID_3JZ9pX,9493.994118
ID_3Jax7E,0
ID_3Jb45k,0
ID_3JbxKp,50351.33251
ID_3JdoZe,6356.072266
ID_3JgVy4,11830.4172
ID_3JkTrQ,10395.11686
ID_3JoJ5s,54138.24712
ID_3JoZj7,10301.2839
ID_3JpNmK,10429.38884
ID_3Jq4aH,0
ID_3JsxTL,7050.760938
ID_3JtQS3,50559.17566
ID_3JtyeY,9550.20116
ID_3JuNgv,7849.885872
ID_3JvMve,13166.24925
ID_3K5tip,6707.195796
ID_3K63Y9,8131.643954
ID_3KBYiP,12481.41106
ID_3KCnBa,9311.196844
ID_3KEUnG,11342.82366
ID_3KFvkN,6946.712186
ID_3KHXxz,11532.70037
ID_3KJqYm,12169.12629
ID_3KJzhP,0
ID_3KKyEM,0
ID_3KLT2u,0
ID_3KLmVQ,48330.44401
ID_3KP6Ki,9236.288857
ID_3KQZym,53109.20397
ID_3KSPqz,8411.70793
ID_3KU5eR,7525.160109
ID_3KU65g,0
ID_3KUMrE,10178.18171
ID_3KVDC8,6141.03385
ID_3KVzLe,18552.82665
ID_3KXNNo,0
ID_3KYgSj,0
ID_3KZyhC,10743.09801
ID_3Ki4mz,9832.320327
ID_3Ki5Wb,10460.56821
ID_3KiXGk,0
ID_3KkcgG,0
ID_3KmbDs,0
ID_3KngMR,7459.908063
ID_3Kq6as,7356.948443
ID_3KrYMv,9538.205623
ID_3KsfDj,10773.60711
ID_3KtYH6,0
ID_3KtpMe,20003.61574
ID_3Kvx5q,11850.89664
ID_3KxCWB,0
ID_3Kzmnd,8248.252967
ID_3L2pLH,8955.803937
ID_3L4f3o,16215.86541
ID_3L4jSh,7273.352419
ID_3L5JUh,10301.46743
ID_3L5wbP,0
ID_3L6aNo,0
ID_3L8Yx3,10306.97722
ID_3L9wuX,9758.603402
ID_3LAvTm,8251.027915
ID_3LBCPT,8234.409778
ID_3LBip5,0
ID_3LDpp8,0
ID_3LEFVo,8796.815104
ID_3LEXnk,8929.336442
ID_3LGKbk,0
ID_3LHzPw,9578.428465
ID_3LK9wH,0
ID_3LKARA,0
ID_3LKgMv,9770.29966
ID_3LLFSC,0
ID_3LMPLn,8740.339015
ID_3LSsLu,0
ID_3LTdAx,0
ID_3LTusj,10812.85027
ID_3LUWaN,0
ID_3LUmju,7310.640494
ID_3LWU9e,0
ID_3LXeSb,0
ID_3Lb59t,12086.58534
ID_3Lbk2s,0
ID_3Lbzte,0
ID_3LeSZQ,8971.946729
ID_3Lf53h,19036.02076
ID_3LjUoq,0
ID_3LkDLJ,0
ID_3LmhBw,53593.74758
ID_3Ln688,6843.776856
ID_3Lo8Kj,0
ID_3LpEJ6,0
ID_3LpUvR,10273.69585
ID_3LptkX,0
ID_3LqjAV,10775.25552
ID_3Lshx7,59248.17336
ID_3LujdJ,9709.558167
ID_3Lv7rw,0
ID_3LzKJW,0
ID_3Lzg6L,0
ID_3M27CL,7333.031131
ID_3M2DEL,6432.998819
ID_3M3E6Q,7193.321861
ID_3M8VAp,8868.084349
ID_3M9Z9z,0
ID_3MAQ24,8757.399934
ID_3MB6qt,14131.13404
ID_3MBGcp,9374.32085
ID_3MDsA5,0
ID_3MEGEm,8414.621709
ID_3MGEbo,0
ID_3MLmBz,7211.028131
ID_3MLvZW,11527.19375
ID_3MPYQX,0
ID_3MPfcK,5306.924909
ID_3MT7Nq,0
ID_3MTykN,0
ID_3MVgo7,10524.35491
ID_3MWKCV,0
ID_3MWZYR,0
ID_3MY4zQ,9435.126348
ID_3MYRay,0
ID_3MZ6jK,17450.66202
ID_3MZPaE,8521.286503
ID_3MZkT4,10174.47441
ID_3Ma36m,191345.6275
ID_3Mdzsh,9316.385583
ID_3Me4Pg,9457.523974
ID_3MfV3X,0
ID_3MgUZF,6783.641782
ID_3MjLWM,58825.54544
ID_3MjWGq,9611.401496
ID_3Mjk4G,147601.2923
ID_3Mjzhy,0
ID_3MmMXf,9460.538944
ID_3MmQH5,8102.191846
ID_3Mmqfd,7335.448829
ID_3Mmrqq,10416.73878
ID_3MoRGv,9431.458852
ID_3MovSG,59001.1918
ID_3Mr2V2,9408.503167
ID_3MssR4,10987.13811
ID_3MtqmT,56160.85018
ID_3Mufne,9285.884404
ID_3MwyM4,0
ID_3MxyZW,8809.707027
ID_3MyAGr,0
ID_3N2Cbu,9148.987566
ID_3N2Qtn,0
ID_3N3nTc,0
ID_3N4L2w,0
ID_3N4avZ,11580.58657
ID_3N4m9k,10105.41164
ID_3N7sK3,8410.964878
ID_3N87HS,9113.371392
ID_3N9d6a,0
ID_3NAKWj,9340.065835
ID_3NAueS,49171.66268
ID_3NBLmw,19306.70169
ID_3NG85L,0
ID_3NGAAn,9878.525971
ID_3NHCUE,10418.70124
ID_3NKggK,0
ID_3NMBua,8564.003701
ID_3NMZxZ,0
ID_3NMtrB,9980.726168
ID_3NP8YL,7367.885069
ID_3NRyed,7364.940485
ID_3NSD4Y,0
ID_3NVadH,7966.594323
ID_3NW4X9,0
ID_3NWBqP,0
ID_3NXDky,8992.31621
ID_3NXwUu,9517.308893
ID_3NYGXB,6926.154095
ID_3Nbyn6,48287.5203
ID_3NcwTz,0
ID_3NdXsH,6779.750682
ID_3NdeiV,10220.28565
ID_3NfiwE,14056.64608
ID_3Nj7sU,11607.84264
ID_3NmgZC,9506.182314
ID_3NmtiJ,0
ID_3NnPQa,9274.063703
ID_3NnfRT,0
ID_3NoTyX,0
ID_3NpHXA,9079.825721
ID_3Nq7xf,7301.374815
ID_3NrGQT,0
ID_3NtJGa,16616.05521
ID_3NwVWz,16848.37732
ID_3Nwo7z,7150.911752
ID_3NxsMJ,59304.06244
ID_3NysFe,19531.93445
ID_3NzE3L,27263.67093
ID_3P2qjL,0
ID_3P3wZT,0
ID_3P4Nvb,185860.1073
ID_3P4hyL,0
ID_3P5Bfb,0
ID_3P66qP,57635.66073
ID_3P7fCA,7479.767553
ID_3P9SZv,0
ID_3PANMD,0
ID_3PBfXq,0
ID_3PCWb8,9802.672613
ID_3PCd5u,18672.95565
ID_3PDRWK,7264.798567
ID_3PEcp2,9291.569179
ID_3PFh2v,12580.3595
ID_3PFiBj,7051.596338
ID_3PHNtf,10525.10624
ID_3PHahV,35216.77234
ID_3PHbJY,8894.826623
ID_3PHvw3,17382.01536
ID_3PKLci,10627.02649
ID_3PL7bV,0
ID_3PLKre,10042.13735
ID_3PMSo6,11619.83712
ID_3PMXKr,0
ID_3PMayB,12000.01852
ID_3PMjPv,6363.417873
ID_3PPEuY,0
ID_3PQpZy,9568.912942
ID_3PT3fE,0
ID_3PV7un,9318.297631
ID_3PYqn4,7049.647186
ID_3PZV7e,15237.21496
ID_3PZd4m,0
ID_3PZnvg,0
ID_3Pa6Zi,0
ID_3PdM6x,14131.55231
ID_3PdcBa,55341.06636
ID_3PfSZo,11604.29942
ID_3Pj9CC,0
ID_3Pk2Bm,8735.359847
ID_3PkDBb,0
ID_3Pkv2A,0
ID_3PpZgy,0
ID_3Ppji9,12185.87781
ID_3PpyuH,0
ID_3PqAgP,0
ID_3Pr8YS,7744.291339
ID_3PreqA,5194.071797
ID_3Pt9Fi,11628.25
ID_3PuEAn,0
ID_3Puudd,8965.760403
ID_3Pyb9P,0
ID_3PyuKC,41508.74032
ID_3Pzxfp,7967.7139
ID_3Q25db,10515.39552
ID_3Q33Up,15766.99703
ID_3Q3T46,0
ID_3Q556Q,0
ID_3Q72aF,0
ID_3Q7yxR,12190.17438
ID_3QAUVu,11052.02989
ID_3QBZrs,11081.20114
ID_3QEAmP,9322.951476
ID_3QMZkM,10175.7257
ID_3QN3ba,7110.892122
ID_3QNAgs,11978.08731
ID_3QNx23,8478.628351
ID_3QNy57,8538.30557
ID_3QP4G5,8540.87944
ID_3QQK5Z,0
ID_3QQn8t,8987.361322
ID_3QV6f5,10853.52211
ID_3QVqDz,16346.46901
ID_3QW894,61194.69083
ID_3QYN6a,0
ID_3QZoQW,0
ID_3QaEZx,8797.543464
