,id,open
601,ID_3GQ9Xa,0.0
604,ID_3GUqaW,0.0
607,ID_3GZeTb,0.0
610,ID_3GbzGX,0.0
611,ID_3GcWRY,0.0
613,ID_3GgzHW,0.0
621,ID_3Gw5wU,0.0
627,ID_3H5e85,0.0
628,ID_3H7VPg,0.0
638,ID_3HP7vA,0.0
644,ID_3HYUCh,0.0
646,ID_3HYuMz,0.0
647,ID_3HcjWq,0.0
652,ID_3HgSCm,0.0
655,ID_3HsFJK,0.0
657,ID_3HtAEn,0.0
658,ID_3HtiNT,0.0
665,ID_3Hwd7p,0.0
666,ID_3HwjmF,0.0
674,ID_3J7DCN,0.0
681,ID_3JEHgo,0.0
684,ID_3JFZEt,0.0
695,ID_3JUjci,0.0
699,ID_3Jax7E,0.0
700,ID_3Jb45k,0.0
708,ID_3Jq4aH,0.0
722,ID_3KJzhP,0.0
723,ID_3KKyEM,0.0
724,ID_3KLT2u,0.0
730,ID_3KU65g,0.0
734,ID_3KXNNo,0.0
735,ID_3KYgSj,0.0
739,ID_3KiXGk,0.0
740,ID_3KkcgG,0.0
741,ID_3KmbDs,0.0
746,ID_3KtYH6,0.0
749,ID_3KxCWB,0.0
755,ID_3L5wbP,0.0
756,ID_3L6aNo,0.0
761,ID_3LBip5,0.0
762,ID_3LDpp8,0.0
765,ID_3LGKbk,0.0
767,ID_3LK9wH,0.0
768,ID_3LKARA,0.0
770,ID_3LLFSC,0.0
772,ID_3LSsLu,0.0
773,ID_3LTdAx,0.0
775,ID_3LUWaN,0.0
777,ID_3LWU9e,0.0
778,ID_3LXeSb,0.0
780,ID_3Lbk2s,0.0
781,ID_3Lbzte,0.0
784,ID_3LjUoq,0.0
785,ID_3LkDLJ,0.0
788,ID_3Lo8Kj,0.0
789,ID_3LpEJ6,0.0
791,ID_3LptkX,0.0
795,ID_3Lv7rw,0.0
796,ID_3LzKJW,0.0
797,ID_3Lzg6L,0.0
802,ID_3M9Z9z,0.0
806,ID_3MDsA5,0.0
808,ID_3MGEbo,0.0
811,ID_3MPYQX,0.0
813,ID_3MT7Nq,0.0
814,ID_3MTykN,0.0
816,ID_3MWKCV,0.0
817,ID_3MWZYR,0.0
819,ID_3MYRay,0.0
826,ID_3MfV3X,0.0
831,ID_3Mjzhy,0.0
842,ID_3MwyM4,0.0
844,ID_3MyAGr,0.0
846,ID_3N2Qtn,0.0
847,ID_3N3nTc,0.0
848,ID_3N4L2w,0.0
853,ID_3N9d6a,0.0
857,ID_3NG85L,0.0
860,ID_3NKggK,0.0
862,ID_3NMZxZ,0.0
866,ID_3NSD4Y,0.0
868,ID_3NW4X9,0.0
869,ID_3NWBqP,0.0
874,ID_3NcwTz,0.0
880,ID_3NmtiJ,0.0
882,ID_3NnfRT,0.0
883,ID_3NoTyX,0.0
886,ID_3NrGQT,0.0
893,ID_3P2qjL,0.0
894,ID_3P3wZT,0.0
896,ID_3P4hyL,0.0
897,ID_3P5Bfb,0.0
900,ID_3P9SZv,0.0
901,ID_3PANMD,0.0
902,ID_3PBfXq,0.0
914,ID_3PL7bV,0.0
917,ID_3PMXKr,0.0
920,ID_3PPEuY,0.0
922,ID_3PT3fE,0.0
926,ID_3PZd4m,0.0
927,ID_3PZnvg,0.0
928,ID_3Pa6Zi,0.0
932,ID_3Pj9CC,0.0
934,ID_3PkDBb,0.0
935,ID_3Pkv2A,0.0
936,ID_3PpZgy,0.0
938,ID_3PpyuH,0.0
939,ID_3PqAgP,0.0
943,ID_3PuEAn,0.0
945,ID_3Pyb9P,0.0
950,ID_3Q3T46,0.0
951,ID_3Q556Q,0.0
952,ID_3Q72aF,0.0
963,ID_3QQK5Z,0.0
968,ID_3QYN6a,0.0
969,ID_3QZoQW,0.0
971,ID_3Qawbk,0.0
972,ID_3QcyyR,0.0
976,ID_3QhRdV,0.0
980,ID_3QsRMn,0.0
983,ID_3QuHWV,0.0
985,ID_3QvnsD,0.0
986,ID_3QvyVq,0.0
988,ID_3QzuXk,0.0
989,ID_3R2a4N,0.0
990,ID_3R2w7d,0.0
993,ID_3R9QZB,0.0
994,ID_3RBD9S,0.0
996,ID_3RBiam,0.0
997,ID_3REy65,0.0
1000,ID_3RJCSr,0.0
1006,ID_3RPTod,0.0
1007,ID_3RQQ5d,0.0
1009,ID_3RSJpT,0.0
1015,ID_3RaWMs,0.0
1020,ID_3RqQVm,0.0
1022,ID_3Rre8F,0.0
1023,ID_3Rrqaa,0.0
1025,ID_3Rseht,0.0
1028,ID_3Rtvk7,0.0
1031,ID_3RwzHC,0.0
1038,ID_3S94Sd,0.0
1039,ID_3SA8gF,0.0
1040,ID_3SATKN,0.0
1041,ID_3SAvAx,0.0
1045,ID_3SHMaE,0.0
1048,ID_3SK7RT,0.0
1049,ID_3SKF7v,0.0
1051,ID_3SLU2x,0.0
1056,ID_3SRveh,0.0
1062,ID_3SYwEj,0.0
1066,ID_3Sbgak,0.0
1067,ID_3ScGS5,0.0
1070,ID_3Se3WU,0.0
1075,ID_3Smna8,0.0
1082,ID_3SsbQs,0.0
1083,ID_3Sswgo,0.0
1090,ID_3T2vTG,0.0
1091,ID_3T2wg2,0.0
1093,ID_3T5TAt,0.0
1095,ID_3T6P7u,0.0
1096,ID_3T76Cu,0.0
1102,ID_3TGkif,0.0
1104,ID_3TJRLf,0.0
1111,ID_3TVkKk,0.0
1120,ID_3Th7tK,0.0
1124,ID_3Tk88i,0.0
1127,ID_3TsqP8,0.0
1129,ID_3TwZ2L,0.0
1135,ID_3UAPvh,0.0
1139,ID_3UGhe2,0.0
1149,ID_3UZyEJ,0.0
1152,ID_3UcNwU,0.0
1156,ID_3UgoQt,0.0
1157,ID_3UiAwG,0.0
1158,ID_3UiaAr,0.0
1161,ID_3UpPgi,0.0
1162,ID_3Urp4E,0.0
1164,ID_3UseYK,0.0
1166,ID_3UvaBg,0.0
1167,ID_3Uxip8,0.0
1168,ID_3V4wFs,0.0
1172,ID_3V9dfV,0.0
1177,ID_3VDsbd,0.0
1180,ID_3VP96X,0.0
1182,ID_3VWkcm,0.0
1183,ID_3VZapf,0.0
1186,ID_3Vc2rN,0.0
1204,ID_3VxsJU,0.0
1206,ID_3VzoHX,0.0
1207,ID_3W2PWN,0.0
1211,ID_3W4kwu,0.0
1212,ID_3W79bd,0.0
1214,ID_3W9LXe,0.0
1215,ID_3W9Vzb,0.0
1217,ID_3WAgnE,0.0
1221,ID_3WGfAy,0.0
1227,ID_3WRLHD,0.0
1229,ID_3WTgTs,0.0
1230,ID_3WTrK4,0.0
1237,ID_3WXB6N,0.0
1249,ID_3Wt7Pv,0.0
1255,ID_3X22mu,0.0
1256,ID_3X3fqK,0.0
1262,ID_3X7CMM,0.0
1270,ID_3XLQ9X,0.0
1281,ID_3XVanQ,0.0
1282,ID_3XaHWi,0.0
1283,ID_3XaX3M,0.0
1284,ID_3XbZJn,0.0
1286,ID_3XeRgA,0.0
1289,ID_3XhZAs,0.0
1292,ID_3XkYRm,0.0
1293,ID_3XmTYu,0.0
1296,ID_3XntBf,0.0
1303,ID_3Y3nYD,0.0
1305,ID_3Y4CvJ,0.0
1306,ID_3Y4g7s,0.0
1307,ID_3Y5fDw,0.0
1309,ID_3Y6iFd,0.0
1310,ID_3YF79i,0.0
1312,ID_3YHFhx,0.0
1313,ID_3YHGxu,0.0
1316,ID_3YNakf,0.0
1318,ID_3YQH8b,0.0
1319,ID_3YS8y7,0.0
1322,ID_3YVDqv,0.0
1323,ID_3YVogD,0.0
1324,ID_3YWSeq,0.0
1325,ID_3YWiQd,0.0
1328,ID_3YbKQY,0.0
1331,ID_3YdGw4,0.0
1335,ID_3YeqFK,0.0
1336,ID_3Yfgov,0.0
1337,ID_3YgGt5,0.0
1339,ID_3Yk3oY,0.0
1348,ID_3Yz6Qu,0.0
1350,ID_3Z3ggK,0.0
1351,ID_3Z6nWQ,0.0
1360,ID_3ZKhQm,0.0
1361,ID_3ZLzUD,0.0
1367,ID_3ZSCTd,0.0
1370,ID_3ZUx5N,0.0
1374,ID_3ZZzb4,0.0
1375,ID_3Zb3m5,0.0
1376,ID_3Zb6ox,0.0
1377,ID_3ZbqUX,0.0
1378,ID_3ZdRCM,0.0
1381,ID_3Zjcv3,0.0
1385,ID_3ZsvNL,0.0
1387,ID_3Zuvjb,0.0
1388,ID_3ZvLoU,0.0
1400,ID_3aKpZN,0.0
1404,ID_3aRPYp,0.0
1406,ID_3aUEs8,0.0
1408,ID_3aVFYJ,0.0
1421,ID_3anxSr,0.0
1423,ID_3apciq,0.0
1425,ID_3auqNC,0.0
1428,ID_3avVu3,0.0
1431,ID_3ayAzE,0.0
1433,ID_3azS6n,0.0
1435,ID_3b5VKb,0.0
1437,ID_3bAyZA,0.0
1441,ID_3bHeus,0.0
1445,ID_3bQzso,0.0
1447,ID_3bRgqF,0.0
1450,ID_3bWUPX,0.0
1451,ID_3bYsYy,0.0
1453,ID_3bdMr4,0.0
1456,ID_3bef7a,0.0
1458,ID_3bhQxB,0.0
1459,ID_3bhoDd,0.0
1460,ID_3bjyzN,0.0
1467,ID_3bwJWQ,0.0
1470,ID_3by4EQ,0.0
1473,ID_3bzk89,0.0
1474,ID_3c4vZ2,0.0
1475,ID_3c6kfx,0.0
1476,ID_3c6oqD,0.0
1478,ID_3c7zAv,0.0
1482,ID_3cCF7W,0.0
1483,ID_3cF5Lb,0.0
1486,ID_3cFYg2,0.0
1487,ID_3cFfKn,0.0
1491,ID_3cL4ZW,0.0
1493,ID_3cQ4dJ,0.0
1494,ID_3cUTzm,0.0
1496,ID_3cWE8A,0.0
1497,ID_3cWUW7,0.0
1499,ID_3cXgt4,0.0
1500,ID_3caxdm,0.0
1508,ID_3ckcrB,0.0
1513,ID_3ctF95,0.0
1515,ID_3ctuWF,0.0
1519,ID_3cz2fm,0.0
1525,ID_3d6Wtv,0.0
1528,ID_3dF6gX,0.0
1529,ID_3dFnr6,0.0
1532,ID_3dKW2z,0.0
1533,ID_3dNZq2,0.0
1534,ID_3dQ7S7,0.0
1538,ID_3dSYu5,0.0
1542,ID_3dgu6P,0.0
1546,ID_3dniQ8,0.0
1548,ID_3dokgH,0.0
1549,ID_3dondg,0.0
1550,ID_3dpGQj,0.0
1551,ID_3dpyon,0.0
1552,ID_3drBKr,0.0
1557,ID_3dvZiv,0.0
1561,ID_3e2Jsq,0.0
1564,ID_3e4p3c,0.0
1567,ID_3eE4Js,0.0
1568,ID_3eEMPa,0.0
1574,ID_3eNqP3,0.0
1575,ID_3ePfBe,0.0
1576,ID_3ePxvi,0.0
1593,ID_3enUkR,0.0
1597,ID_3esDRL,0.0
1604,ID_3f2yuz,0.0
1606,ID_3f5ytG,0.0
1610,ID_3fBVm6,0.0
1611,ID_3fBqoc,0.0
1617,ID_3fJK5j,0.0
1619,ID_3fNMV4,0.0
1620,ID_3fNtce,0.0
1622,ID_3fQq9U,0.0
1625,ID_3fUEBU,0.0
1628,ID_3fY8MV,0.0
1636,ID_3fk5Co,0.0
1637,ID_3fnBMf,0.0
1641,ID_3fsG8J,0.0
1645,ID_3fv64L,0.0
1649,ID_3fzg5Q,0.0
1650,ID_3g47mR,0.0
1655,ID_3g8oZX,0.0
1659,ID_3gE7Vu,0.0
1660,ID_3gFdmK,0.0
1662,ID_3gHAyT,0.0
1667,ID_3gQREn,0.0
1668,ID_3gQuzw,0.0
1669,ID_3gSpGE,0.0
1676,ID_3gb3VU,0.0
1681,ID_3gfRhu,0.0
1684,ID_3ggKeh,0.0
1686,ID_3gjrr8,0.0
1690,ID_3gtMzQ,0.0
1695,ID_3gwYvY,0.0
1697,ID_3gzSip,0.0
1703,ID_3h8YwP,0.0
1705,ID_3hBs7q,0.0
1707,ID_3hH8vp,0.0
1710,ID_3hNTwY,0.0
1716,ID_3hTCGz,0.0
1717,ID_3hTpkL,0.0
1721,ID_3hXL3H,0.0
1726,ID_3hd2Sf,0.0
1730,ID_3hhC8J,0.0
1732,ID_3hiBFW,0.0
1733,ID_3higdr,0.0
1737,ID_3hpPXt,0.0
1739,ID_3hrvVs,0.0
1742,ID_3htKny,0.0
1746,ID_3i6TCY,0.0
1749,ID_3i7DEK,0.0
1755,ID_3iEx77,0.0
1758,ID_3iLnm7,0.0
1759,ID_3iMDku,0.0
1774,ID_3ixAC3,0.0
1777,ID_3j6NCN,0.0
1784,ID_3jHLF3,0.0
1785,ID_3jHvpk,0.0
1790,ID_3jRqnq,0.0
1792,ID_3jVCyn,0.0
1794,ID_3jWBYC,0.0
1796,ID_3jar5j,0.0
1803,ID_3jmXKc,0.0
1805,ID_3jnPFR,0.0
1806,ID_3jnQxy,0.0
1808,ID_3joXaY,0.0
1817,ID_3k2mHe,0.0
1818,ID_3k33r2,0.0
1819,ID_3k5Eve,0.0
1822,ID_3k6j86,0.0
1828,ID_3kFfQ5,0.0
1831,ID_3kKQhk,0.0
1834,ID_3kae5r,0.0
1837,ID_3kcWss,0.0
1838,ID_3kctaC,0.0
1839,ID_3kdLZA,0.0
1842,ID_3khbHp,0.0
1845,ID_3ko7va,0.0
1851,ID_3ks8zq,0.0
1856,ID_3m3c4f,0.0
1859,ID_3m77sL,0.0
1862,ID_3m8cTq,0.0
1863,ID_3m9dtC,0.0
1865,ID_3mBEth,0.0
1867,ID_3mCEVc,0.0
1868,ID_3mChBw,0.0
1869,ID_3mCtzE,0.0
1874,ID_3mK7sk,0.0
1877,ID_3mKiG4,0.0
1879,ID_3mNLHh,0.0
1880,ID_3mNVcj,0.0
1881,ID_3mNwGu,0.0
1884,ID_3mS3mQ,0.0
1885,ID_3mSCtB,0.0
1886,ID_3mTGJF,0.0
1888,ID_3mTT3X,0.0
1892,ID_3mYwC4,0.0
1894,ID_3mbPQ4,0.0
1895,ID_3mcqye,0.0
1896,ID_3mdMfR,0.0
1897,ID_3mdMgk,0.0
1899,ID_3mepHu,0.0
1900,ID_3mg4d7,0.0
1907,ID_3mjdep,0.0
1908,ID_3mn5r2,0.0
1912,ID_3mrXBr,0.0
1914,ID_3n4iLU,0.0
1917,ID_3n9gm9,0.0
1921,ID_3nKUER,0.0
1923,ID_3nMZHF,0.0
1925,ID_3nNpMx,0.0
1929,ID_3nR7zj,0.0
1932,ID_3nYch3,0.0
1937,ID_3na5un,0.0
1938,ID_3naWjo,0.0
1939,ID_3nc24z,0.0
1943,ID_3nhJGP,0.0
1947,ID_3nj9pU,0.0
1948,ID_3nkM6D,0.0
1949,ID_3nmWEC,0.0
1953,ID_3nw47U,0.0
1954,ID_3nyhBc,0.0
1955,ID_3o2udR,0.0
1966,ID_3oHTVN,0.0
1969,ID_3oJtyj,0.0
1970,ID_3oQya4,0.0
1971,ID_3oRsu5,0.0
1973,ID_3oVYFQ,0.0
1984,ID_3ojJzw,0.0
1990,ID_3osTZ3,0.0
1991,ID_3osnR4,0.0
1993,ID_3otqw8,0.0
1996,ID_3ozqeU,0.0
2000,ID_3pA8hs,0.0
2002,ID_3pCNPp,0.0
2006,ID_3pKHch,0.0
2013,ID_3pRQXG,0.0
2022,ID_3pfm7T,0.0
2026,ID_3pjzYT,0.0
2029,ID_3pnPLB,0.0
2031,ID_3pqkK8,0.0
2033,ID_3prve4,0.0
2041,ID_3pzxH6,0.0
2043,ID_3q3tAi,0.0
2044,ID_3q4NbG,0.0
2045,ID_3qA33x,0.0
2048,ID_3qFtGE,0.0
2049,ID_3qHtvh,0.0
2053,ID_3qMtjw,0.0
2058,ID_3qPU8F,0.0
2060,ID_3qSa5A,0.0
2061,ID_3qSkYf,0.0
2063,ID_3qVFkk,0.0
2064,ID_3qWZ4p,0.0
2068,ID_3qdnHi,0.0
2078,ID_3qpS5C,0.0
2083,ID_3qviYy,0.0
2084,ID_3qw647,0.0
2087,ID_3qzpS5,0.0
2088,ID_3r3FUp,0.0
2097,ID_3rLFT3,0.0
2102,ID_3rUfQ9,0.0
2103,ID_3rUk92,0.0
2106,ID_3reKnn,0.0
2111,ID_3roTqv,0.0
2114,ID_3rqPVH,0.0
2115,ID_3rszmC,0.0
2116,ID_3rwULs,0.0
2117,ID_3rwjJ4,0.0
2122,ID_3s5Cqn,0.0
2125,ID_3s87BN,0.0
2128,ID_3sC54K,0.0
2129,ID_3sEvvW,0.0
2131,ID_3sKXt7,0.0
2138,ID_3sU2jK,0.0
2140,ID_3sV3bZ,0.0
2142,ID_3sWhsg,0.0
2144,ID_3sX3bX,0.0
2145,ID_3sXQbD,0.0
2146,ID_3sZUyk,0.0
2148,ID_3sbGEs,0.0
2151,ID_3sd6y5,0.0
2157,ID_3ssWYB,0.0
2160,ID_3t2aks,0.0
2163,ID_3t4Eyg,0.0
2165,ID_3t4kf2,0.0
2181,ID_3tNe46,0.0
2185,ID_3tSUS7,0.0
2186,ID_3tSnJe,0.0
2188,ID_3tTM4h,0.0
2193,ID_3tafTT,0.0
2196,ID_3teq2d,0.0
2201,ID_3tqANA,0.0
2202,ID_3tqZ3h,0.0
2207,ID_3twycZ,0.0
2208,ID_3tx8cw,0.0
2211,ID_3tzLKC,0.0
2214,ID_3u226A,0.0
2215,ID_3u3EM3,0.0
2216,ID_3u3H7r,0.0
2220,ID_3u8YTu,0.0
2222,ID_3uBZk7,0.0
2224,ID_3uCSnG,0.0
2225,ID_3uEBVX,0.0
2230,ID_3uNDmT,0.0
2236,ID_3uUbHG,0.0
2239,ID_3uWLkv,0.0
2241,ID_3uWbuC,0.0
2242,ID_3uXZFJ,0.0
2244,ID_3uaeRz,0.0
2247,ID_3udroR,0.0
2254,ID_3uqN9p,0.0
2256,ID_3uteRQ,0.0
2258,ID_3uuAsL,0.0
2260,ID_3uz98m,0.0
2262,ID_3v3v9T,0.0
2265,ID_3v7Qfj,0.0
2277,ID_3vPEkN,0.0
2280,ID_3vSjSC,0.0
2285,ID_3vYNkP,0.0
2290,ID_3vk57c,0.0
2291,ID_3vkMwJ,0.0
2292,ID_3vkXJN,0.0
2293,ID_3vksNG,0.0
2303,ID_3w3ovd,0.0
2307,ID_3w7sFM,0.0
2308,ID_3w8ETA,0.0
2309,ID_3wAECy,0.0
2310,ID_3wCNu2,0.0
2313,ID_3wFFDx,0.0
2314,ID_3wGC5a,0.0
2316,ID_3wJxXJ,0.0
2318,ID_3wL2qj,0.0
2321,ID_3wN3Gi,0.0
2340,ID_3wnaT4,0.0
2342,ID_3wpHuT,0.0
2350,ID_3wwuJ4,0.0
2351,ID_3wyGof,0.0
2353,ID_3x9QaP,0.0
2355,ID_3xAs3p,0.0
2365,ID_3xNijy,0.0
2368,ID_3xQ2y2,0.0
2376,ID_3xcdZk,0.0
2381,ID_3xgYB4,0.0
2382,ID_3xgdbV,0.0
2383,ID_3xh5vA,0.0
2384,ID_3xiEDb,0.0
2391,ID_3xr99q,0.0
2398,ID_3xuQGw,0.0
2400,ID_3xyXim,0.0
2401,ID_3y262m,0.0
2405,ID_3y6y3g,0.0
2406,ID_3y9oJq,0.0
2411,ID_3yDw9Q,0.0
2416,ID_3yKDeK,0.0
2421,ID_3yQ2nJ,0.0
2426,ID_3yUVHk,0.0
2427,ID_3yVYbQ,0.0
2429,ID_3yWK2v,0.0
2432,ID_3yiboF,0.0
2434,ID_3ymdah,0.0
2438,ID_3yorPq,0.0
2444,ID_3yufB5,0.0
2446,ID_3ywdRn,0.0
2447,ID_3yyCke,0.0
2448,ID_3yyEqn,0.0
2450,ID_3yz7su,0.0
2455,ID_3zBkVC,0.0
2466,ID_3zRLnz,0.0
2467,ID_3zRzBZ,0.0
2469,ID_3zTpH2,0.0
2470,ID_3zTv8o,0.0
2474,ID_3zWwr6,0.0
2480,ID_3zcaUd,0.0
2483,ID_3zhpjx,0.0
2484,ID_3zjA5f,0.0
2486,ID_3zje3o,0.0
2487,ID_3zkXoD,0.0
2491,ID_3zriJ4,0.0
2493,ID_3zsTVY,0.0
2494,ID_3zsTkF,0.0
2496,ID_3zsz36,0.0
2497,ID_3ztCkE,0.0
2504,ID_427Yju,0.0
2505,ID_428vxn,0.0
2519,ID_42XxBz,0.0
2520,ID_42Yu6A,0.0
2522,ID_42aNxk,0.0
2525,ID_42ie7B,0.0
2526,ID_42irvY,0.0
2527,ID_42k8so,0.0
2532,ID_42vz2E,0.0
2533,ID_42wtra,0.0
2535,ID_4345dw,0.0
2539,ID_438wDU,0.0
2546,ID_43EWRH,0.0
2558,ID_43RTpu,0.0
2559,ID_43SvDt,0.0
2562,ID_43YukR,0.0
2564,ID_43dxfa,0.0
2568,ID_43hZTJ,0.0
2580,ID_43tdJw,0.0
2581,ID_43tnKY,0.0
2582,ID_43vEgw,0.0
2584,ID_43yZ2G,0.0
2587,ID_4428Sx,0.0
2589,ID_443wdM,0.0
2590,ID_445za2,0.0
2595,ID_44B8R7,0.0
2599,ID_44Fm9o,0.0
2602,ID_44Gk4V,0.0
2603,ID_44Gv3u,0.0
2607,ID_44Mt2c,0.0
2612,ID_44TGPS,0.0
2614,ID_44XzeD,0.0
2616,ID_44byBU,0.0
2617,ID_44byvx,0.0
2619,ID_44ecrT,0.0
2621,ID_44jTfM,0.0
2625,ID_44nwZK,0.0
2633,ID_44xySF,0.0
2634,ID_44yYNN,0.0
2636,ID_44zVP6,0.0
2638,ID_453zNm,0.0
2641,ID_458ub9,0.0
2647,ID_45G6cg,0.0
2658,ID_45WpC7,0.0
2667,ID_45g7ea,0.0
2678,ID_45uEbU,0.0
2680,ID_45w6nz,0.0
2681,ID_45wD6i,0.0
2686,ID_4652bq,0.0
2688,ID_468Rr7,0.0
2695,ID_46JaJW,0.0
2698,ID_46Lkh9,0.0
2704,ID_46TZGL,0.0
2709,ID_46buzB,0.0
2713,ID_46h63v,0.0
2721,ID_46q6Fd,0.0
2722,ID_46s8CX,0.0
2733,ID_47B4q3,0.0
2736,ID_47K479,0.0
2739,ID_47Mgz7,0.0
2741,ID_47PNsg,0.0
2743,ID_47QkWc,0.0
2745,ID_47RPdm,0.0
2746,ID_47RdvY,0.0
2748,ID_47TTKs,0.0
2752,ID_47YE6p,0.0
2753,ID_47aVoR,0.0
2755,ID_47bLHU,0.0
2757,ID_47d2dh,0.0
2758,ID_47eFLT,0.0
2763,ID_47iZcJ,0.0
2765,ID_47kMAv,0.0
2769,ID_47omia,0.0
